CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
24895.r002	n82225735	person	Elliston, R. W. (Robert William), 1774-1831	1774^Birth#1831^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Elliston, R. W. (Robert William), 1774-1831
24895.r003	n79147902	person	Kemble, John Philip, 1757-1823	1757^Birth#1823^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Kemble, John Philip, 1757-1823
24895.r004	nr91038683	person	Morrison, Alfred, 1821-1897	1821^Birth#1897^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Morrison, Alfred, 1821-1897
24895.r005	no2005051021	person	Peake, Richard, 1757-1829	1757^Birth#1829^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Peake, Richard, 1757-1829
24895.r006	n83047371	person	Siddons, Henry, 1774-1815	1774^Birth#1815^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Siddons, Henry, 1774-1815
24895.r007	n80001298	person	Siddons, Sarah, 1755-1831	1755^Birth#1831^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Siddons, Sarah, 1755-1831
24895.r008	no2008062294	person	Siddons, William, 1744-1808	1744^Birth#1808^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Siddons, William, 1744-1808
24895.r009	no2019060991	person	Tahourdin, Peter, 1771-1844	1771^Birth#1844^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Tahourdin, Peter, 1771-1844
24895.r010	n82202066	person	Ward, Charles, fl. 1806-1833	1806^Active#1833^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Ward, Charles, active 1806-1833
24895.r011	no2009153219	person	Westley, Thomas, fl. 1776-1803	1776^Active#1803^Death						Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Westley, Thomas, active 1776-1803
24895.r012		corporateBody	Hammersleys & Co.							Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Hammersleys & Co.
24895.r013		corporateBody	Ransom, Morland & Hammersley							Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Ransom, Morland & Hammersley
24895.r014		corporateBody	Theatre Royal, Drury Lane (London, England)							Scrapbooks on Sarah Siddons, 1780-1837 (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24895.xml	Theatre Royal, Drury Lane (London, England)
24894.c01	no2018112471	person	Morgan, Elizabeth, 1800 or 1801-1866	1801^Birth#1866^Death					<biogHist><p>Elizabeth Morgan, née Bonney. Her birth date remains uncertain, but she was born in London, and was still a minor on 24 April 1818 when she married Thomas Morgan (1786-1862), of Dixon, Morgan and Co., wine and spirits traders. A stained glass window in St. Olave's Church, Hart Street, bears an armorial decoration commemorating the union. Elizabeth was a close friend of the novelist Jane Porter; she signed her letters to Porter with the nickname "Belinda." The Morgans had at least five children: Thomas (1819-1892), who helped run the family business in London; Francis (1820-1876), who moved to Spain to handle the family business's connections there; Aaron Augustus (1822-1888), a clergyman and Shakespeare scholar; Emily Eustatia, married name Gruggen (1828-1909); and Adelaide Elizabeth, married name Beresford (1837-1902). Elizabeth Morgan died at the age of 65, and was buried in All Souls, Kensal Green on 9 July 1866. Her grandson, Fr. Francis Xavier Morgan (1857-1935) was the legal guardian of the fantasy writer J. R. R. Tolkien.</p></biogHist>	Collection of drawings and various papers once belonging to Elizabeth Morgan (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24894.xml	Morgan, Elizabeth, 1800 or 1801-1866
24894.r001	no2018113118	person	Morgan, Thomas, 1786-1862	1786^Birth#1862^Death						Collection of drawings and various papers once belonging to Elizabeth Morgan (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24894.xml	Morgan, Thomas, 1786-1862
24894.r002	n82158316	person	Porter, Jane, 1776-1850	1776^Birth#1850^Death						Collection of drawings and various papers once belonging to Elizabeth Morgan (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24894.xml	Porter, Jane, 1776-1850
24894.r003	n90692933	person	Porter, Robert Ker, Sir, 1777-1842	1777^Birth#1842^Death						Collection of drawings and various papers once belonging to Elizabeth Morgan (The New York Public Library. Carl H. Pforzheimer Collection of Shelley and His Circle.)	http://archives.nypl.org/cps/24894.xml	Porter, Robert Ker, Sir, 1777-1842
21318.c01	no89000988	person	Harbach, Otto, 1873-1963	1873^Birth#1963^Death	Musical theater -- United States		Librettists#Lyricists.		<biogHist><p>Otto Harbach, author, librettist and lyricist, was born in Salt Lake City on August 18, 1873. His parents, Adolph Julius Hauerbach and Hansena Olsen, were Danes who had converted to Mormonism and migrated to the United States in 1863 (Harbach changed the spelling of his name in 1917). Encouraged by his family, Harbach headed east to Knox College in Galesburg, Illinois. There he distinguished himself, becoming first the oratorical champion of the college, and then winning the state championship in 1895 in a contest for which William Jennings Bryan was one of the judges. After graduation Harbach accepted a professorship in English at Whitman College in Walla Walla, Washington. In 1901 he arrived in New York to work on a Ph.D. at Columbia, but a lack of funds soon led him to work as a journalist and later as an advertising copywriter.</p><p>During his years in New York, Harbach began to think of Broadway as a career and while office work occupied his days, his free time was spent working with Karl Hoschna, his first collaborator, trying to create and sell a musical. It wasn't until 1908, after the success of Three Twins, for which Hoschna was the composer, that Harbach quit his job and devoted himself to writing. Over the course of his career Harbach had more than 50 works produced on Broadway. He was also well-known as a "script doctor", rewriting and revising plays for various producers. Harbach's own works were, for the most part, musicals for which he provided both the book and the lyrics. His contributions were not only memorable lyrics and credible plots, but also a new style of musical, where the songs were an integral part of the story. Among his collaborators were the composers Karl Hoschna, Rudolf Friml, Jerome Kern, Louis Hirsch, Herbert Stothart, Vincent Youmans and Sigmund Romberg, and the lyricists Oscar Hammerstein II, Irving Caesar, Frank Mandel, and John Murray Anderson. Harbach's most well-known works include the songs "Love Nest,","Smoke Gets in Your Eyes," "Indian Love Call," "One Alone," "Rose Marie," "The Night Was Made for Love,", and the plays The Firefly; Roberta; Rose Marie; No, No, Nanette; Desert Song; Kid Boots; The Song of the Flame; and The Cat and the Fiddle. Harbach also wrote several non-musical plays including Up in Mabel's Room and The Silent Witness.</p><title>Three Twins</title><title>The Firefly</title><title>Roberta</title><title>Rose Marie</title><title>No, No, Nanette</title><title>Desert Song</title><title>Kid Boots</title><title>The Song of the Flame</title><title>The Cat and the Fiddle</title><title>Up in Mabel's Room</title><title>The Silent Witness</title><p>Harbach worked with major Broadway figures of his day on a creative basis to enhance the profession as a whole through the American Society of Composer's Authors and Publishers (ASCAP). Joining as a charter member in 1914, he worked with ASCAP for more than 40 years as a director, and served as president from 1950-1953. By all accounts his colleagues not only admired his work, but respected the man. Socially, Harbach belonged to the Lambs, the Friars and the Dutch Treat Club, but much of his time was spent with his family at their home in Mamaroneck, New York, where Harbach also did much of his work.</p><p>Harbach married Ella Smith Dougall in Salt Lake City in 1918. They had two sons, Robert and William. The family also included Ella's children from her previous marriage, Bernard and Virginia Dougall. Otto Harbach died in New York in 1963.</p></biogHist>	Otto Harbach papers, Additions, 1923-1979 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/21318.xml	Harbach, Otto, 1873-1963
21318.r001	nr97010128	person	De Rose, Peter, 1900-1953	1900^Birth#1953^Death						Otto Harbach papers, Additions, 1923-1979 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/21318.xml	De Rose, Peter, 1900-1953
21318.r002	n50020012	person	Hammerstein, Oscar, II, 1895-1960	1895^Birth#1960^Death						Otto Harbach papers, Additions, 1923-1979 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/21318.xml	Hammerstein, Oscar, II, 1895-1960
21318.r003	no2010160277	person	Harbach, William O.							Otto Harbach papers, Additions, 1923-1979 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/21318.xml	Harbach, William O.
21318.r004	n80149466	person	Kern, Jerome, 1885-1945	1885^Birth#1945^Death						Otto Harbach papers, Additions, 1923-1979 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/21318.xml	Kern, Jerome, 1885-1945
24923.c01		person	Reynolds, Nancy, 1938-	1938^Birth	Ballet -- History -- 20th century#Modern dance -- History -- 20th century#Theatrical productions -- New York (State) -- New York -- 20th century				<biogHist><p>Nancy Reynolds (born 1938) is the director of the George Balanchine Foundation and considered the leading scholar on Balanchine ballets. The Foundation (incorporated in 1983) uses its legacy to advance the development of dance and its allied arts throughout the world. Reynolds, also an author, co-wrote with Malcolm McCormick, the book No Fixed Points: Dance in the Twentieth Century (2003).</p><title>No Fixed Points: Dance in the Twentieth Century</title></biogHist>	Nancy Reynolds collection, 1980-2014 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24923.xml	Reynolds, Nancy, 1938-
24923.r001	n50017594	person	Balanchine, George							Nancy Reynolds collection, 1980-2014 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24923.xml	Balanchine, George
24923.r002		person	McCormick, Malcolm							Nancy Reynolds collection, 1980-2014 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24923.xml	McCormick, Malcolm
24923.r003		corporateBody	George Balanchine Foundation							Nancy Reynolds collection, 1980-2014 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24923.xml	George Balanchine Foundation
